block,treat,time,pH,ave_BD ,ave_soil_dept,ave_soil_moist,ave_soil_temp,soil_gm2,soil_d15N,soil_precN,soil_precC,soil_15N_at_prec,soil_mass_sol_rec,soil_prec_sol_rec,soil_N_gm2,soil_C_gm2,FR_gm2,FR_d15N,FR_precN,FR_precC,FR_15N_at_prec,FR_mass_sol_rec,FR_prec_sol_rec,FR_N_gm2,FR_C_gm2,CR_gm2,CR_d15N,CR_precN,CR_precC,CR_15N_at_prec,CR_mass_sol_rec,CR_prec_sol_rec,CR_N_gm2,CR_C_gm2,lichen_gm2,lichen_d15N,lichen_precN,lichen_precC,lichen_15N_at_prec,lichen_mass_sol_rec,lichen_prec_sol_rec,lichen_N_gm2,lichen_C_gm2,crow_gm2,crow_d15N,crow_precN,crow_precC,crow_15N_at_prec,crow_mass_sol_rec,crow_prec_sol_rec,crow_N_gm2,crow_C_gm2,Kleaf_gm2,Kleaf_d15N,Kleaf_precN,Kleaf_precC,Kleaf_15N_at_prec,Kleaf_mass_sol_rec,Kleaf_prec_sol_rec,Kleaf_N_gm2,Kleaf_C_gm2,Kstem_gm2,Kstem_d15N,Kstem_precN,Kstem_precC,Kstem_15N_at_prec,Kstem_mass_sol_rec,Kstem_prec_sol_rec,Kstem_N_gm2,Kstem_C_gm2,lingon_gm2,lingon_d15N,lingon_precN,lingon_precC,lingon_15N_at_prec,lingon_mass_sol_rec,lingon_prec_sol_rec,lingon_N_gm2,lingon_C_gm2,moss_gm2,moss_d15N,moss_precN,moss_precC,moss_15N_at_prec,moss_mass_sol_rec,moss_prec_sol_rec,moss_N_gm2,moss_C_gm2,Oleaf_gm2,Oleaf_d15N,Oleaf_precN,Oleaf_precC,Oleaf_15N_at_prec,Oleaf_mass_sol_rec,Oleaf_prec_sol_rec,Oleaf_N_gm2,Oleaf_C_gm2,Ostem_gm2,Ostem_d15N,Ostem_precN,Ostem_precC,Ostem_15N_at_prec,Ostem_mass_sol_rec,Ostem_prec_sol_rec,Ostem_N_gm2,Ostem_C_gm2,tot_abvg_biomass_gm2,tot_forage_biomass_gm2,N_stock_forage_gm2,C_stock_forage_gm2,total_eco_N_rec,prec_eco_N_rec,forage_N_rec,forage_prec_N_rec
2,T,Year2,4.847,0.0173379,4.8195556,37.85,7.15,189.244,1139.477728,1.6893844,46.6714189,0.7925041,2.2981259,26.1983305,31.9705855,883.2285754,255.3741662,2982.601199,0.6861323,53.5772152,1.4437314,0.1018944,1.1615822,1.7522046,136.8223666,635.7285047,1872.082906,0.5550268,57.9467549,1.0453662,0.1295468,1.476816,3.5284639,368.3840386,1.7066667,4002.003579,0.4055712,42.2918473,1.8065985,0.0005391,0.0061455,0.0069217,0.7217809,533.5466667,2080.237591,0.6687,55.6265075,1.1202805,0.1450847,1.6539468,3.5676848,296.7933763,21.5466667,4840.810489,1.3548274,50.5029903,2.1031828,0.0273454,0.3117341,0.2919201,10.881711,62.9866667,2636.373557,0.3928511,55.2342044,1.3198772,0.0127539,0.1453927,0.2474438,34.7901842,13.7066667,4535.088442,0.7379031,52.4713425,1.9952937,0.035538,0.4051282,0.1011419,7.192072,45.92,6789.468547,1.3817501,45.9185497,2.7853195,0.0833496,0.9501741,0.6344997,21.085798,10.3466667,2428.547327,1.5854436,51.8473676,1.2453829,0.0077802,0.0886937,0.1640406,5.3644743,47.84,2981.921737,0.5896157,54.5926537,1.2453829,0.0133783,0.1525113,0.2820721,26.1171255,737.6,616.4266667,4.6021683,336.6747382,2.8553363,32.5504551,0.2918568,3.3271287
3,C,Year2,4.707,0.2184788,5.1572222,44.95,7.05,2092.668,117.2312138,1.0260998,42.8584819,0.456154,0.0171134,68.4535357,214.7286141,8968.857235,328.320593,400.1602887,0.4581349,52.5466335,0.5123682,0.0005626,2.2503802,1.5041514,172.5214187,790.223391,143.5960357,0.2999371,52.9473725,0.4188755,0.0003191,1.2764507,2.3701735,418.4025228,216.7466667,1016.148474,0.1697566,41.5018063,0.7361208,0.0003485,1.3938434,0.3679418,89.9537818,99.9466667,296.8497603,0.455,53.8208446,0.4747427,0.0001263,0.5051209,0.4547795,53.7921401,30.4,241.7220364,0.8610936,53.3228753,0.4546537,0.0000592,0.2368863,0.2617725,16.2101541,69.9733333,452.192438,0.3287347,52.1453192,0.5313075,0.0000972,0.3887736,0.2300266,36.487818,6.24,469.2381458,0.4954944,51.4234854,0.5375104,0.0000542,0.2168724,0.0309188,3.2088255,170.88,1336.567864,0.6182873,43.9860383,0.852113,0.0013176,5.2702561,1.0565293,75.1633422,3.7866667,154.8872999,1.0860287,52.9171297,0.4229938,0.000006,0.02388,0.0411243,2.0037953,10.0266667,313.4064258,0.5386836,54.210461,0.4229938,0.0000078,0.0313636,0.054012,5.4355022,608,524.2133333,2.1719419,238.3282437,0.0200118,80.0473629,0.0019057,7.6229791
3,T,Year2,4.547,0.0850037,8.071,27.3,8.6,1101.6171,893.9308669,0.95179,41.3231619,0.720706,1.2658753,14.4308104,104.8508072,4552.229995,316.282089,2899.470003,0.5626952,52.4139406,1.4140217,0.1006775,1.1477097,1.7797043,165.7759061,1465.04035,2621.125357,0.2657899,53.1066207,1.3144153,0.1995126,2.2744169,3.8939294,778.033422,166.72,5457.789112,0.3550988,40.93094,2.3201924,0.062699,0.7147599,0.5920207,68.2400631,204.8533333,3050.417569,0.7056,53.6696505,1.4679546,0.0858729,0.9789395,1.445366,109.9440679,67.36,4651.578122,1.3009599,51.9569683,2.0364309,0.0789371,0.8998729,0.8763266,34.9982138,110.2933333,2687.421812,0.3754523,57.1204942,1.338158,0.0217332,0.2477555,0.4140989,63.0000971,5.6,4084.818115,0.5649055,51.1269828,1.8359599,0.0100298,0.1143388,0.0316347,2.863111,23.7333333,7162.851101,1.4868778,45.3845967,2.91494,0.0498447,0.5682224,0.3528857,10.7712776,0.2666667,5163.332917,3.1166198,49.5480773,2.2167436,0.0008297,0.0094589,0.008311,0.1321282,3.1466667,5789.847968,1.0133656,53.9240082,2.2167436,0.0031835,0.0362915,0.0318872,1.6968088,581.9733333,468.2666667,3.2982337,226.8167335,1.8791953,21.4225764,0.2873835,3.2761336
4,C,Year2,4.787,0.0736179,8.5731429,23.7,7.5,1113.2086,81.3367541,1.3173998,45.1184967,0.4128009,0.0118548,47.4191947,146.6540812,5022.629825,288.8747572,248.6539063,0.5604031,51.2018494,0.4571801,0.0003767,1.5069732,1.6188631,147.9092181,1034.914567,165.211969,0.5793851,53.6840955,0.4267592,0.0009284,3.7135353,5.9961406,555.5845242,32,1439.150342,0.4150195,41.7463985,0.8891907,0.0001778,0.7113238,0.1328062,13.3588475,118.56,181.2169397,0.4495,51.6224382,0.4325957,0.0000905,0.3618593,0.5329136,61.2035627,107.0933333,299.9503174,1.4706518,52.0288711,0.4758724,0.0004419,1.7675288,1.5749701,55.7194524,371.2533333,237.7227056,0.29645,55.5341655,0.4531959,0.0002449,0.9795738,1.1005804,206.1724405,4.5333333,373.0436288,0.5835783,51.6400853,0.5024951,0.0000369,0.147616,0.0264556,2.3410172,68.7466667,1323.152843,0.8734789,44.8430599,0.8472622,0.0007398,2.9590847,0.6004877,30.8281089,11.36,220.1910383,2.1540914,47.5772654,0.4468054,0.0000504,0.2017751,0.2447048,5.4047773,69.7066667,121.9198166,0.445123,53.0022742,0.4468054,0.000064,0.2558465,0.3102804,36.9461186,783.2533333,330.9333333,2.8676331,163.4509888,0.0150061,60.0243111,0.0014869,5.9474125
4,T,Year2,5.107,0.0657436,5.7802857,14.8,7.3,682.2668,896.4407747,1.5478147,48.2066244,0.6851952,1.9972864,22.7688001,105.6022623,3288.978135,406.0528184,2850.172347,0.7487143,51.6897258,1.3963951,0.169122,1.9279685,3.0401756,209.8875883,1090.593332,1306.810155,0.39865,54.7781549,0.8413521,0.111642,1.2727043,4.3476504,597.4069051,26.88,4005.963317,0.3903321,41.1351736,1.8080028,0.0081736,0.0931775,0.1049213,11.0571347,139.52,1544.623148,0.7352,51.6786937,0.9272842,0.0310492,0.3539569,1.0257998,72.1021134,48.48,4198.250711,1.1730278,45.8054636,1.8761482,0.0463008,0.5278227,0.5686839,22.2064887,123.2533333,1735.763861,0.4535927,54.1373154,0.9962438,0.0190948,0.2176776,0.5590681,66.7260458,11.1466667,3130.037262,0.7521899,52.5768414,1.4963787,0.0204393,0.2330053,0.0838441,5.8605653,143.7333333,5575.055356,1.8279424,46.579866,2.3613296,0.2844251,3.2424081,2.6273625,66.9507941,8.5333333,3164.599039,1.8015819,52.4287761,1.508712,0.0094756,0.1080208,0.153735,4.4739222,55.0933333,3833.937024,0.897027,54.1212973,1.508712,0.0304607,0.3472476,0.4942021,29.8172267,556.64,369.76,4.4106116,178.1770962,2.7274694,31.0927894,0.3903879,4.4503705
5,C,Year2,4.737,0.2858041,8.3935,16.65,7.2,4273.6234,77.4390039,0.7039283,25.0908989,0.4346788,0.0093557,37.4228758,300.8324381,10722.90521,381.1123932,278.63402,0.3596965,52.3969649,0.4681056,0.0003574,1.4295867,1.3708479,199.6913268,1548.641258,110.235368,0.3935157,53.0221524,0.4067059,0.0006306,2.5223235,6.0941469,821.1229274,34.4,2031.847435,0.2776495,41.454255,1.1028751,0.0001802,0.7207479,0.0955114,14.2602637,0,NA,NA,NA,NA,NA,NA,0,0,46.9333333,666.8148984,0.9588508,54.4101526,0.609352,0.0002801,1.1202793,0.4500206,25.5364983,98.88,289.2227296,0.3435202,55.0902253,0.4719638,0.0000919,0.3676242,0.3396727,54.4732148,12.2133333,428.5858226,0.4927347,52.6190367,0.5227158,0.0000964,0.3856355,0.0601793,6.4265383,68.2133333,1673.866768,0.8037381,45.0652254,0.9739231,0.0008536,3.4143971,0.5482566,30.7404924,31.3066667,255.4148515,1.177262,53.578182,0.4596442,0.0000881,0.3523689,0.3685615,16.7735428,120.48,366.357714,0.3999418,52.9694824,0.4596442,0.0001152,0.46068,0.4818499,63.8176323,412.4266667,161.76,1.153968,76.9637928,0.0120491,48.196519,0.0014103,5.6410598
5,T,Year2,5.187,0.1776613,7.488,23.95,7.35,2280.2853,983.281542,1.3592127,37.2218582,0.7200208,2.4027259,27.390756,309.9392831,8487.645668,518.5437572,4076.040672,0.9455256,51.957863,1.8328487,0.3880647,4.4238865,4.9029641,269.4242547,1469.738604,2529.977453,0.6316901,55.8718121,1.2817541,0.458796,5.2302137,9.284193,821.1695913,67.1466667,5607.873768,0.424477,40.892294,2.3728362,0.0310066,0.3534712,0.2850222,27.4578124,0,NA,NA,NA,NA,NA,NA,0,0,65.12,2346.210951,0.995961,47.3173636,1.2158387,0.0297156,0.3387539,0.6485698,30.8130672,141.2266667,2534.365402,0.4589183,54.6322535,1.2833269,0.0321019,0.3659569,0.6481151,77.1553106,54.4,4283.210296,0.7004115,48.3471905,1.9062273,0.1265811,1.4430077,0.3810238,26.3008717,105.76,6324.017681,1.0529653,44.9773215,2.6232519,0.1381416,1.5747959,1.1136161,47.5680152,39.7333333,1682.339282,1.307622,52.3600941,0.976979,0.0171184,0.1951471,0.5195618,20.8044107,196.2666667,3661.408159,0.8741191,53.0618264,0.976979,0.0565252,0.64438,1.7156045,104.142678,669.6533333,292.4266667,2.4282319,132.1397664,3.680777,41.9603689,0.3254449,3.7100288
6,C,Year2,4.637,0.1111551,12.5115,44.2,8.05,1194.342,121.1571646,1.2132014,40.8864846,0.4246645,0.0136667,54.6667572,144.8977452,4883.244606,566.9197947,332.134911,0.3977882,51.0835299,0.4875967,0.0007004,2.8017221,2.2551398,289.602643,1571.648697,208.9833937,0.2569731,53.7869924,0.4427195,0.0007904,3.1615786,4.0387136,845.342565,4,823.8165171,0.2996274,41.0418381,0.666366,0.0000092,0.0368376,0.0119851,1.6416735,0,NA,NA,NA,NA,NA,NA,0,0,22.88,487.7792006,0.9942959,47.8594658,0.5442566,0.0001037,0.414647,0.2274949,10.9502458,85.3333333,205.329849,0.3789518,54.1729315,0.4413876,0.0000622,0.2487082,0.3233722,46.2275683,31.3066667,351.8317576,0.5136935,51.4418947,0.4947706,0.0002116,0.8464384,0.1608203,16.1047425,40.2133333,1391.00159,0.6865248,44.1606542,0.8717912,0.0003576,1.4305156,0.2760745,17.7584711,2.4,229.9387017,2.8591268,45.2192951,0.4503586,0.0000148,0.0590782,0.068619,1.0852631,67.2533333,105.0508166,0.865449,54.4843116,0.4503586,0.0001253,0.5011156,0.5820433,36.6425157,253.3866667,98.4,0.6763748,46.4551329,0.0160418,64.1673986,0.0006821,2.7284386
6,T,Year2,5.027,0.0623916,9.5154286,18.1,7.25,949.6624,1104.257912,1.4094121,48.159077,0.772379,2.3525079,26.8182773,133.8465711,4573.486456,530.0888798,4728.950788,0.7224186,52.6019477,2.0637352,0.3527039,4.0207775,3.8294607,278.8370752,2041.90699,3077.327727,0.5679833,53.9630609,1.4775633,0.701198,7.9935641,11.5976913,1101.875514,47.4666667,4353.30051,0.4024338,41.83945,1.9310281,0.0161455,0.1840562,0.1910219,19.8597923,436.5333333,3515.62092,0.6268,54.437117,1.6337993,0.1870882,2.132781,2.736103,237.6361613,91.36,3040.270952,1.1054297,55.5174,1.4643311,0.059819,0.6819285,1.0099206,50.7206966,150.56,2299.987803,0.372789,52.6515361,1.1992451,0.0253384,0.2888545,0.5612712,79.2721527,10.56,4895.871409,0.7944122,51.9539253,2.1225886,0.0317793,0.3622802,0.0838899,5.4863345,30.88,6852.035756,1.3448659,44.8040336,2.807064,0.0549762,0.6267209,0.4152946,13.8354856,0.2133333,5680.395795,4.3095361,44.3049504,2.3982537,0.0010079,0.0114899,0.0091937,0.0945172,2.72,3850.262789,0.8983407,51.145423,2.3982537,0.0026788,0.0305377,0.0244349,1.3911555,770.2933333,616.8,4.43623,327.5384702,3.785243,43.1512677,0.3498082,3.9877668
7,C,Year2,4.477,0.0772702,8.2817143,27.15,7.7,1039.6872,111.695517,1.1981922,45.9868495,0.442569,0.017255,69.0200027,124.5745152,4781.194029,235.1455325,334.0025725,0.4015609,49.8694208,0.488277,0.0002949,1.1797031,0.9442525,117.2657151,1752.321388,134.4585503,0.2035954,53.5874902,0.4155426,0.0004499,1.7994821,3.567646,939.0250513,180.7466667,1227.135362,0.2093342,40.5558375,0.8125288,0.0004324,1.7295111,0.3783645,73.3033244,0,NA,NA,NA,NA,NA,NA,0,0,94.1333333,480.4072273,0.9804607,51.3375665,0.5415744,0.0004142,1.65686,0.9229403,48.3257626,148.32,132.1916652,0.4105505,54.2099389,0.4147157,0.0000755,0.3020071,0.6089285,80.4041814,30.3466667,254.6556285,0.5244503,50.6873656,0.4593675,0.0001517,0.6068301,0.1591532,15.3819259,93.7066667,1540.724623,0.6,44.1,0.9258767,0.0008061,3.2243365,0.56224,41.32464,10.3466667,299.3080665,1.8755385,46.0454008,0.4756384,0.0000543,0.2173198,0.1940557,4.7641641,24.8,318.325698,0.5033064,56.5540377,0.4756384,0.0000349,0.1397838,0.12482,14.0254013,582.4,398.9333333,2.022698,178.3356529,0.019969,79.8758364,0.0018044,7.2175377
7,T,Year2,4.937,0.0692174,13.804,19.5,7.7,989.977,1024.445106,1.4000072,44.3931239,0.7363531,2.2704612,25.8829557,138.5974937,4394.817205,624.275372,2798.170436,0.6076393,51.0987582,1.3777947,0.2079523,2.3706282,3.7933423,318.9969626,1999.240733,1861.24797,0.262456,50.3347435,1.0414636,0.1922613,2.1917535,5.2471264,1006.312694,89.2266667,4534.60012,0.2761242,40.6722165,1.9951212,0.0216815,0.2471662,0.2463764,36.2904631,0,NA,NA,NA,NA,NA,NA,0,0,58.08,5261.321546,1.3516041,51.5131851,2.2511934,0.0798095,0.9098177,0.7850117,29.9188579,60.0533333,3086.292485,0.4827537,52.4263465,1.4807639,0.0174555,0.1989906,0.2899097,31.4837686,35.2533333,4484.264302,0.6994946,52.1899718,1.9773349,0.0857051,0.9770269,0.2465951,18.3987047,68.64,6152.423093,1.2,44,2.5633671,0.0984617,1.1224503,0.82368,30.2016,30.3466667,7230.484243,1.3741758,42.8187112,2.938382,0.0578696,0.6597053,0.4170166,12.9940516,14.72,2596.009314,0.7466513,51.9276607,2.938382,0.0152518,0.1738691,0.1099071,7.6437517,356.32,251.2,2.1016632,114.8096257,3.0469095,34.7343636,0.2856578,3.2564612
8,C,Year2,4.677,0.1367045,17.2393333,34.9,8.3,2163.1952,77.8416352,0.5608692,25.6534741,0.4339267,0.0074304,29.7217032,121.3269446,5549.347127,448.5576183,266.1844535,0.34616,52.8193792,0.463569,0.0003868,1.5470131,1.552727,236.9253494,1029.503299,146.4518432,0.2989542,53.9690718,0.4199172,0.0004226,1.6902853,3.0777433,555.6133742,189.7066667,1480.962078,0.2280949,41.0270846,0.9042953,0.0005962,2.3849548,0.4327112,77.8311146,68.1066667,829.2017335,0.5222,52.6086343,0.6683204,0.000275,1.1001577,0.3556492,35.8299872,65.4933333,252.4680139,0.8844975,49.7686617,0.4585702,0.0001369,0.5474582,0.5792869,32.5951555,105.2266667,156.4591887,0.3020289,55.6547943,0.4235671,0.0000466,0.1864201,0.3178149,58.5636849,20.7466667,308.4387739,0.4825652,51.5675667,0.4789648,0.0001155,0.4621096,0.1001162,10.6985512,59.4666667,1376.490511,0.7,49.2,0.8665461,0.0005338,2.1352286,0.4162667,29.2576,16.6933333,294.8584451,1.767956,49.3856862,0.4740172,0.0000814,0.3256116,0.2951308,8.2441172,64.0533333,267.4159054,0.5108179,54.6589661,0.4740172,0.0000902,0.3609883,0.3271959,35.0108897,589.4933333,403.52,1.8840302,186.2124085,0.0101155,40.4619305,0.0016575,6.6299089
8,T,Year2,5.027,0.1687253,12.9057143,31.55,8,2243.4155,1207.499926,1.1796481,36.7265009,0.8158643,4.3942808,50.0942175,264.6440724,8239.280043,428.871704,6587.127123,1.1120616,50.8120607,2.7149316,0.6051273,6.8983707,4.7693176,217.9185507,1211.512892,3232.243916,0.7161343,56.1374883,1.5328421,0.5477712,6.2445192,8.6760597,680.1129075,158.6133333,5263.032336,0.4677876,41.3540774,2.2517947,0.0756858,0.8628078,0.7419735,65.5930806,58.2933333,4137.795396,0.773,54.0562211,1.8547334,0.0361801,0.4124482,0.4505828,31.5111731,45.9733333,3379.652907,1.060002,50.9852879,1.5853846,0.0320503,0.3653688,0.4873183,23.4396364,60.8533333,3171.323828,0.3817056,51.4720468,1.5111114,0.014363,0.1637357,0.2322806,31.3224562,5.3333333,4545.953502,0.716767,50.941104,1.9991321,0.0134637,0.1534841,0.0382276,2.7168589,8.48,6161.245133,1.3,44.6,2.5664477,0.0133974,0.152729,0.11024,3.78208,1.8133333,7810.461653,3.712689,45.1642189,3.1389415,0.010071,0.1148079,0.0673234,0.8189778,64.6933333,2315.48475,0.7133956,54.384201,3.1389415,0.0690392,0.7870377,0.4615194,35.1829525,404.0533333,276.6933333,1.8283421,127.042829,5.8114297,66.2495266,0.1707772,1.9468379
9,C,Year2,5.007,0.1014123,10.5745714,17.25,7.6,1265.7448,176.7358876,0.7478153,21.3760608,0.4714075,0.0152306,60.9225252,94.654333,2705.663875,475.6442522,483.6445152,0.503575,52.2271479,0.5427522,0.0010823,4.3291175,2.3952255,248.4154272,863.600186,223.0747606,0.3590778,56.284777,0.4478566,0.0006476,2.59056,3.1009965,486.0754391,114.1866667,1295.034319,0.3257368,41.2108863,0.8370931,0.0004484,1.7937907,0.371948,47.0573374,160.64,149.7586676,0.4548,53.7381772,0.4211233,0.0001026,0.4102327,0.7305893,86.3250079,19.5733333,638.4092224,1.0736655,51.3402865,0.5990297,0.0001252,0.5009341,0.2101521,10.0490054,64.3733333,610.8007207,0.4417395,56.5738069,0.588995,0.0001622,0.648628,0.2843624,36.4184453,2.5066667,191.872604,0.5601312,52.4080218,0.4364811,0.0000101,0.04037,0.0140406,1.3136944,3.4666667,881.9500541,1,48.2,0.6874601,0.0000285,0.1140894,0.0346667,1.6709333,1.3333333,220.5333638,1.5687227,52.4181498,0.4469301,0.0000043,0.0172736,0.0209163,0.6989087,37.6,104.5675386,0.6035915,53.9353639,0.4469301,0.0000469,0.1874255,0.2269504,20.2796968,403.68,300.3733333,1.3613966,146.4159784,0.0178887,71.5549468,0.0007149,2.859417
9,T,Year2,4.927,0.0994302,8.3657143,31.55,7,1415.4593,1031.570892,1.1003277,41.1803834,0.7488376,2.0357609,23.2074043,155.7469057,5828.915765,391.7694295,3716.904857,0.4923679,53.7861114,1.705384,0.1394868,1.5901306,1.9289468,210.7175418,970.9342796,2773.318603,0.5033331,57.6035004,1.368903,0.2645179,3.0154692,4.8870338,559.2921312,160.16,3931.124432,0.3238286,40.8321615,1.7814548,0.0398366,0.454132,0.5186439,65.3967899,274.2933333,1656.589872,0.6487,53.7987003,0.9676911,0.0577279,0.6580906,1.77934,147.5662484,24.7466667,2412.177617,1.6035753,51.4154339,1.2395105,0.0186913,0.2130787,0.3968314,12.7236061,68.32,938.8584857,0.3535142,55.5095584,0.7081011,0.0044573,0.0508124,0.2415209,37.9241303,1.0133333,4360.892063,0.8014638,50.7643737,1.9337135,0.0027459,0.0313032,0.0081215,0.5144123,4.5333333,2627.70287,0.9,44,1.3167714,0.0020922,0.0238512,0.0408,1.9946667,16.5866667,3506.757697,1.1920238,49.4754166,1.6306448,0.0134872,0.1537523,0.197717,8.2063224,106.5066667,3086.525482,0.7151747,54.0548731,1.6306448,0.0519597,0.5923336,0.7617088,57.5720435,656.16,464.7466667,2.7437369,228.1957233,2.6307638,29.9903581,0.121094,1.3804558
10,C,Year2,4.587,0.0888254,8.2477143,36.15,7.65,1267.4383,107.2942331,0.9142082,32.640302,0.4431242,0.0135653,54.2612329,115.8702518,4136.956957,250.1689934,387.6702908,0.5181326,44.405135,0.5078209,0.0004698,1.8790396,1.296207,111.0878791,1123.723025,197.7041523,0.5958569,56.0740671,0.4386073,0.0012399,4.9597506,6.6957813,630.1172029,259.1466667,991.5208791,0.2582029,42.0669198,0.7271944,0.0006184,2.4734434,0.6691243,109.0150205,286.24,442.6776878,0.5876,51.6306326,0.5278447,0.0006957,2.7828062,1.6818713,147.7875226,19.3066667,272.4665428,1.2535013,49.7992843,0.4658582,0.0000617,0.2467735,0.2420093,9.6145818,28.64,380.3021392,0.3152393,53.2274328,0.5051381,0.0000321,0.128396,0.0902845,15.2443368,1.6,165.1103449,0.548802,51.2625783,0.4267222,0.0000054,0.0217363,0.0087808,0.8202013,6.88,1938.746271,0.7,43.8,1.0693705,0.0000867,0.3468533,0.04816,3.01344,1.7066667,271.7727597,2.0598496,43.8889461,0.4656054,0.0000089,0.0357567,0.0351548,0.749038,20.8,201.4305425,0.7172362,51.6231755,0.4656054,0.0000379,0.1517395,0.1491851,10.7376205,624.32,573.1733333,2.6499457,270.2507663,0.0168219,67.2875281,0.0014679,5.8716127
10,T,Year2,4.627,0.174257,9.9191429,45.15,7.5,2081.7085,893.7428165,0.8909546,34.9276013,0.7160032,2.9722758,33.8835499,185.470785,7270.90838,528.0413474,4818.64086,0.9549435,52.828395,2.0953672,0.4713619,5.3734629,5.0424966,278.955769,1295.457575,2918.75195,0.6272817,53.6012531,1.4209143,0.4630968,5.2792421,8.1261682,694.3814937,28.6933333,3851.623944,0.3297816,41.179681,1.7532374,0.0071007,0.0809472,0.0946253,11.8158231,185.12,3993.345332,0.748,50.890758,1.8035277,0.1073497,1.2237727,1.3846166,94.2089712,35.8933333,5210.079092,1.344479,48.9643191,2.2331812,0.0485908,0.553929,0.4825783,17.5749263,63.2533333,2224.157635,0.4003782,53.9243082,1.1720107,0.0110223,0.1256523,0.2532525,34.1089224,1.7066667,4516.083645,0.7357117,51.7546527,1.9885791,0.0043941,0.0500927,0.0125561,0.8832794,46.6133333,6394.646404,1.4,43.9,2.6478792,0.0810256,0.923681,0.6525867,20.4632533,12.16,5693.161893,2.0189613,48.1563843,2.4027266,0.0269738,0.307498,0.2455057,5.8558163,55.36,2895.633452,0.5649709,55.5148838,2.4027266,0.0343639,0.3917444,0.3127679,30.7330397,428.8,298.0266667,2.6269631,144.9462534,4.2275556,48.193572,0.248461,2.8324225
11,C,Year2,4.567,0.0977902,12.2071429,41.35,8.45,1343.9987,122.5640082,1.3930642,44.1352116,0.4310086,0.0175778,70.3113539,187.2276473,5931.76659,339.3229962,393.1149711,0.5479309,51.7960296,0.5098032,0.0006832,2.7328521,1.8592556,175.7558396,875.4413138,240.7356089,0.3761457,54.7644364,0.4542941,0.000742,2.9679578,3.2929346,479.4305013,62.9333333,1300.625368,0.3833337,42.5442805,0.8391153,0.0002921,1.1684134,0.2412447,26.7745338,55.2533333,537.6537498,0.6378,53.1993568,0.562399,0.000177,0.7078011,0.352403,29.394418,36.5866667,636.4196499,1.0505457,50.0558579,0.5983066,0.0002283,0.913347,0.3843596,18.3137699,61.1733333,278.6273463,0.4679785,55.8511604,0.4681032,0.0000746,0.29851,0.286278,34.1660165,6.7733333,840.0210206,0.5941658,51.3981182,0.6722468,0.0001261,0.504446,0.0402448,3.4813659,1.6,1711.278829,0.9,45.5,0.9874155,0.0000229,0.0916609,0.0144,0.728,7.2,567.3833933,2.2528638,43.6853868,0.5732103,0.0000859,0.3437556,0.1622062,3.1453478,15.3066667,195.6600346,0.5079913,52.8332024,0.5732103,0.0000412,0.1647856,0.0777565,8.0870022,246.8266667,163.1466667,1.0326522,78.6920876,0.0200512,80.2048835,0.0008464,3.3856684
11,T,Year2,4.977,0.1019385,9.1957143,13.85,8.2,1502.2954,989.7234491,1.6329173,38.7490758,0.7330449,3.6883306,42.0464793,245.31242,5821.25598,767.9480096,4933.324109,0.7982049,51.6092409,2.135784,0.5854398,6.6739358,6.1297986,396.3321385,1510.469537,2644.210853,0.7016235,51.7716756,1.3226842,0.5483851,6.2515176,10.5978086,781.9953892,10.1333333,5579.373323,0.4991818,41.7851473,2.3628437,0.0054664,0.0623167,0.0505838,4.2342283,103.9466667,3500.648606,0.9568,51.8258801,1.6284704,0.0676973,0.7717399,0.994525,53.8712748,67.2,1638.981636,0.9361886,51.5046354,0.9613388,0.0201975,0.2302487,0.6291187,34.611115,145.0133333,767.9879865,0.5666807,55.5324617,0.6460997,0.0124316,0.1417184,0.8217626,80.5294739,62.3466667,4223.554162,0.7466902,49.0419554,1.8851086,0.1525533,1.7390878,0.4655365,30.5760245,58.0266667,5263.809477,1.5,44.8,2.2520678,0.0900928,1.027046,0.8704,25.9959467,1.3333333,7414.123399,4.3113132,44.4007112,3.0019753,0.0081743,0.0931863,0.0574842,0.5920095,23.4133333,3261.320848,0.9793258,54.321815,3.0019753,0.0326058,0.3717014,0.2292928,12.7185476,471.4133333,301.6533333,3.0101639,149.2885892,5.2113746,59.408978,0.3360073,3.8304392
