block,treat,time,pH,ave_BD ,ave_soil_dept,ave_soil_moist,ave_soil_temp,soil_gm2,soil_d15N,soil_precN,soil_precC,soil_15N_at_prec,soil_mass_sol_rec,soil_prec_sol_rec,soil_N_gm2,soil_C_gm2,FR_gm2,FR_d15N,FR_precN,FR_precC,FR_15N_at_prec,FR_mass_sol_rec,FR_prec_sol_rec,FR_N_gm2,FR_C_gm2,CR_gm2,CR_d15N,CR_precN,CR_precC,CR_15N_at_prec,CR_mass_sol_rec,CR_prec_sol_rec,CR_N_gm2,CR_C_gm2,lichen_gm2,lichen_d15N,lichen_precN,lichen_precC,lichen_15N_at_prec,lichen_mass_sol_rec,lichen_prec_sol_rec,lichen_N_gm2,lichen_C_gm2,crow_gm2,crow_d15N,crow_precN,crow_precC,crow_15N_at_prec,crow_mass_sol_rec,crow_prec_sol_rec,crow_N_gm2,crow_C_gm2,Kleaf_gm2,Kleaf_d15N,Kleaf_precN,Kleaf_precC,Kleaf_15N_at_prec,Kleaf_mass_sol_rec,Kleaf_prec_sol_rec,Kleaf_N_gm2,Kleaf_C_gm2,Kstem_gm2,Kstem_d15N,Kstem_precN,Kstem_precC,Kstem_15N_at_prec,Kstem_mass_sol_rec,Kstem_prec_sol_rec,Kstem_N_gm2,Kstem_C_gm2,lingon_gm2,lingon_d15N,lingon_precN,lingon_precC,lingon_15N_at_prec,lingon_mass_sol_rec,lingon_prec_sol_rec,lingon_N_gm2,lingon_C_gm2,moss_gm2,moss_d15N,moss_precN,moss_precC,moss_15N_at_prec,moss_mass_sol_rec,moss_prec_sol_rec,moss_N_gm2,moss_C_gm2,Oleaf_gm2,Oleaf_d15N,Oleaf_precN,Oleaf_precC,Oleaf_15N_at_prec,Oleaf_mass_sol_rec,Oleaf_prec_sol_rec,Oleaf_N_gm2,Oleaf_C_gm2,Ostem_gm2,Ostem_d15N,Ostem_precN,Ostem_precC,Ostem_15N_at_prec,Ostem_mass_sol_rec,Ostem_prec_sol_rec,Ostem_N_gm2,Ostem_C_gm2,tot_abvg_biomass_gm2,tot_forage_biomass_gm2,N_stock_forage_gm2,C_stock_forage_gm2,total_eco_N_rec,prec_eco_N_rec,forage_N_rec,forage_prec_N_rec
2,T,Year1,5.42,0.0173379,4.8195556,6.6,11.1,189.244,1345.307704,1.8225434,45.7879223,0.8552731,0.9481331,10.8085918,34.4905395,866.5089325,255.3741662,1722.188079,0.7462138,52.6115677,0.9913491,0.064288,0.7328749,1.9056372,134.3563522,635.7285047,1626.223604,0.4784694,53.7085771,0.9567357,0.0971018,1.1069477,3.0417666,341.4407344,0.48,3812.72,0.27,28.2,1.7394221,0.0000962,0.001097,0.001296,0.13536,163.84,2223.469603,0.5203255,54.1400135,1.1717635,0.0370353,0.4221977,0.8525013,88.7029981,21.28,1491.954615,1.6074713,52.9802359,0.9082657,0.0099985,0.113982,0.3420699,11.2741942,63.52,1813.822309,0.6294005,57.1097738,1.0554778,0.0148929,0.169777,0.3997952,36.2761283,31.68,2570.006452,0.8134691,54.0256985,1.2961004,0.0516842,0.5891933,0.257707,17.1153413,29.28,5995.314757,0.9,48.8,2.5084732,0.030655,0.3494625,0.26352,14.28864,8,3834.503424,1.9853029,51.9722125,1.7471586,0.0118325,0.1348894,0.1588242,4.157777,48.8,2071.397765,0.8130404,54.7977951,1.7471586,0.0295592,0.3369714,0.3967637,26.741324,366.88,246.56,1.7170942,131.5165336,1.2952769,14.7659847,0.1294693,1.4759325
3,C,Year1,4.65,0.2184788,5.1572222,36.95,7.6,2092.668,241.1285018,0.430426,25.7653897,0.4544373,0.0023472,9.3887144,90.0738761,5391.840584,328.320593,200.7029628,0.3960827,53.8794738,0.4397007,0.0002444,0.9776707,1.3004212,176.897408,790.223391,156.7022282,0.2980561,51.8185712,0.4236557,0.0003459,1.3837733,2.3553094,409.4824707,324,2204.95,0.2,45.9,1.1651109,0.0013256,5.3022786,0.648,148.716,129.44,469.3746516,0.266165,56.1203065,0.5375601,0.0001511,0.6043237,0.344524,72.6421247,60.96,76.572053,1.1299477,51.7079257,0.3944229,0.0000496,0.1984058,0.6888161,31.5211515,205.92,240.7367847,0.591662,54.6318398,0.4542946,0.0002745,1.0981028,1.2183504,112.4978845,17.76,112.5745994,0.5582565,53.2533241,0.4075593,0.0000419,0.1675907,0.0991463,9.4577904,198.88,2209.024346,0.42,46.2,1.1665738,0.0017159,6.8637269,0.835296,91.88256,15.2,114.5438093,0.9780109,50.8931945,0.4082778,0.000016,0.0639156,0.1486577,7.7357656,121.28,313.9173609,0.5112304,55.4631347,0.4082778,0.0000666,0.2665787,0.6200202,67.2656898,1073.44,731.04,2.6157825,354.2196266,0.0065788,26.3150812,0.0032841,13.1363257
3,T,Year1,4.56,0.0850037,8.071,26,8.7,1101.6171,1432.441911,0.4996946,23.56509,0.8867669,0.3253309,3.7087286,55.0472116,2595.970512,316.282089,2666.316196,0.6195573,52.7698438,1.3306007,0.1020251,1.1630725,1.9595487,166.9015642,1465.04035,1237.65312,0.4700635,53.3540777,0.8163347,0.1674839,1.9092947,6.8866202,781.6587667,276,7018.12,0.49,45.8,2.8647374,0.1831456,2.0878356,1.3524,126.408,174.72,1448.336012,0.5797723,54.1810597,0.8925095,0.0287469,0.3277112,1.0129781,94.6651476,48.48,2498.180168,1.7009787,52.5752858,1.270355,0.0402088,0.4583751,0.8246345,25.4884985,143.2,1987.624283,0.559425,57.7645114,1.1209822,0.0326487,0.3721906,0.8010965,82.7187803,10.08,4032.015247,0.9273602,53.8684038,1.817241,0.0292598,0.3335583,0.0934779,5.4299351,59.04,8129.351935,1.18,46.6,3.2488628,0.1112969,1.2687703,0.696672,27.51264,4.48,6153.592734,3.7646141,49.6901419,2.5637755,0.0199956,0.2279473,0.1686547,2.2261184,9.28,1674.862376,0.812523,57.2089281,2.5637755,0.0089396,0.1019107,0.0754021,5.3089885,725.28,568.32,3.9801625,279.5042212,1.0490819,11.9593947,0.3926581,4.4762504
4,C,Year1,4.71,0.0736179,8.5731429,11.85,9.05,1113.2086,74.1611933,0.9282168,39.9885553,0.3935431,0.0016312,6.5246868,103.3298882,4451.560347,288.8747572,124.4545378,0.4731254,51.8607145,0.4118933,0.0001596,0.638283,1.36674,149.8125131,1034.914567,74.3159471,0.5154725,54.6742946,0.3935996,0.000373,1.4918285,5.3347003,565.8322391,22.08,1851.94,0.4,45.2,1.0381102,0.0001519,0.607776,0.08832,9.98016,144,223.5881688,0.5216089,55.4386615,0.4480437,0.0001572,0.6288681,0.7511169,79.8316725,91.2,104.1325716,1.3219149,55.1719226,0.4064541,0.000124,0.4958166,1.2055864,50.3167934,300.48,262.7465792,0.6794186,56.0972961,0.4670244,0.0005266,2.1062194,2.041517,168.5611552,2.88,175.0850508,0.8749386,53.0142471,0.4303597,0.0000165,0.0661317,0.0251982,1.5268103,49.28,1226.178526,1.08,46.6,0.8121826,0.0006079,2.431405,0.532224,22.96448,38.88,255.5937328,1.7646039,52.4166449,0.4597094,0.0001641,0.6563936,0.686078,20.3795916,203.2,393.985036,0.5719197,53.5919844,0.4597094,0.000278,1.1118586,1.1621407,108.8989124,852,309.44,2.6024455,164.6199162,0.0041898,16.7592673,0.0010575,4.2299975
4,T,Year1,5.57,0.0657436,5.7802857,19.3,8.05,682.2668,1125.584549,1.1875798,39.6269393,0.7757673,0.6558947,7.4771128,81.0246323,2703.614671,406.0528184,1494.564989,0.6071693,52.2114857,0.9092084,0.0722842,0.8240297,2.465428,212.0062093,1090.593332,1112.719228,0.7938246,55.4914817,0.7711081,0.1894386,2.1595747,8.6573979,605.1863987,16.64,4581.07,0.51,45.1,2.0115365,0.0075444,0.086005,0.084864,7.50464,400.32,753.5317948,0.4385166,54.8831483,0.6408507,0.0260048,0.296451,1.7554698,219.7082195,44.32,1113.840681,1.3509742,55.2950314,0.7907797,0.0137053,0.1562383,0.5987518,24.5067579,222.72,1304.128027,0.5088982,57.4324849,0.862877,0.0305158,0.3478756,1.133418,127.9136304,40,1382.985687,0.7342488,54.193061,0.8688939,0.0318424,0.3629986,0.2936995,21.6772244,234.24,3919.374473,1.22,47.7,1.7772853,0.2187973,2.49426,2.857728,111.73248,9.44,2241.02867,2.1110296,53.0708529,1.1780712,0.0087279,0.0994974,0.1992812,5.0098885,118.08,1856.423035,0.7190831,53.155837,1.1780712,0.0371879,0.4239366,0.8490933,62.7664124,1085.76,735.52,5.590513,385.1293218,1.2919431,14.7279799,0.2978941,3.395953
5,C,Year1,4.69,0.2858041,8.3935,13.8,6.4,4273.6234,124.0898454,0.4445861,15.6206556,0.4117603,0.0013095,5.2378559,189.9993377,6675.679895,381.1123932,172.7999821,0.5202794,52.2793993,0.4295264,0.0003211,1.2842145,1.9828492,199.2432698,1548.641258,338.4360671,0.4940936,54.9353444,0.4898918,0.0024218,9.6870734,7.6517378,850.7514081,54.72,1599.67,0.22,45.4,0.9471539,0.0001791,0.7163852,0.120384,24.84288,0,NA,NA,NA,NA,NA,NA,0,0,80.8,41.5131001,1.1301873,55.3880573,0.3825211,0.0000379,0.151718,0.9131914,44.7535503,271.68,211.4991127,0.5186645,56.8732917,0.4474625,0.0002929,1.1714304,1.4091077,154.5133588,43.52,159.093591,0.6010462,53.2233934,0.4245279,0.000156,0.623989,0.2615753,23.1628208,115.52,2522.499559,0.55,48.1,1.2790735,0.001486,5.9440001,0.63536,55.56512,28.48,174.8024021,1.4570439,52.8618346,0.4302566,0.000068,0.2718306,0.4149661,15.0550505,150.24,505.3054961,0.5376198,53.1824713,0.4302566,0.0001323,0.5291107,0.8077199,79.9013448,744.96,294.56,1.9305107,148.3243711,0.0064044,25.6176076,0.001859,7.4360923
5,T,Year1,5.63,0.1776613,7.488,19.8,8.2,2280.2853,1193.689581,0.431366,16.7644297,0.8004244,0.3119573,3.5562716,98.3637642,3822.768275,518.5437572,2039.803214,0.9548178,51.5710147,1.1057372,0.197586,2.2524542,4.9511483,267.4182771,1469.738604,1962.206579,0.5703636,51.9554998,1.0778154,0.3219698,3.6704128,8.3828539,763.6100374,146.4,6459.08,0.55,45.8,2.6703357,0.1005823,1.1466248,0.8052,67.0512,0,NA,NA,NA,NA,NA,NA,0,0,75.68,3587.372297,1.7910973,53.4912433,1.719865,0.0989519,1.1280383,1.3555025,40.4821729,148.8,2185.436716,0.7016232,56.8402031,1.1954306,0.0467547,0.5329979,1.0440153,84.5782222,85.92,2472.292893,0.8077934,54.5627895,1.2610726,0.133975,1.5272972,0.6940561,46.8803487,43.2,6255.220657,1.2,45.2,2.5992512,0.0636225,0.7252884,0.5184,19.5264,19.84,4031.162904,2.4850513,53.0012619,1.8169388,0.0385877,0.4398941,0.4930342,10.5154504,153.6,945.902653,0.8519257,54.8069143,1.8169388,0.1024152,1.1675194,1.3085579,84.1834204,673.44,351.2,3.3731586,173.9401217,1.4164024,16.1467988,0.3971317,4.5272487
6,C,Year1,4.49,0.1111551,12.5115,32.3,8.75,1194.342,97.8891672,0.6496678,39.833452,0.4022014,0.0015006,6.0023788,77.5925509,4757.4765,566.9197947,120.4623321,0.5892173,51.1609852,0.4104369,0.0003775,1.5100863,3.3403893,290.0417523,1571.648697,212.4613456,0.4688735,51.4670215,0.4439875,0.0014661,5.864334,7.3690439,808.8807725,36.8,1662.93,0.27,45.7,0.9699798,0.0001536,0.6143994,0.09936,16.8176,0,NA,NA,NA,NA,NA,NA,0,0,121.12,49.9246303,1.1698902,54.4163546,0.3857366,0.0000705,0.2820817,1.4169711,65.9090887,321.92,146.0166747,0.5545266,56.732449,0.4224556,0.0002567,1.0267932,1.785132,182.6330998,28.16,115.726726,0.6992706,52.9128995,0.4087093,0.0000855,0.342129,0.1969146,14.9002725,58.88,1523.82735,0.77,46.4,0.9197758,0.0006431,2.5722304,0.453376,27.32032,15.2,129.7927379,2.4992033,47.0754815,0.4138406,0.0000462,0.1849738,0.3798789,7.1554732,92.48,176.6274145,0.7619867,55.3633477,0.4138406,0.0000858,0.3431312,0.7046853,51.200024,674.56,244.96,2.1666217,124.9472812,0.0046856,18.7425377,0.0009527,3.8108404
6,T,Year1,5.43,0.0623916,9.5154286,20.3,8.3,949.6624,1244.349999,1.0830081,42.4136,0.8187578,0.6713841,7.6536901,102.8492073,4027.86011,530.0888798,3171.589603,0.8580307,51.7968358,1.5112062,0.2825536,3.2210737,4.5483252,274.5692669,2041.90699,1832.641301,0.4332029,53.9727616,1.0311585,0.3199695,3.64761,8.8455995,1102.073591,79.52,6265.65,0.5,44.8,2.6028904,0.0480354,0.5475972,0.3976,35.62496,410.4,1107.224604,0.7333634,53.8228947,0.7691181,0.0654036,0.7455926,3.0097234,220.8891598,77.6,1433.696006,1.1463641,55.3807768,0.9119085,0.026182,0.2984712,0.8895785,42.9754828,244,854.3963738,0.5262449,57.0202138,0.6923108,0.0226882,0.2586424,1.2840377,139.1293217,16.96,2667.636915,0.7866968,56.3449863,1.3310736,0.027765,0.3165174,0.1334238,9.5561097,70.08,5090.239588,1.03,46.2,2.1910304,0.0714369,0.8143707,0.721824,32.37696,16.8,3371.65373,2.3771975,51.7442568,1.5825348,0.0262062,0.2987472,0.3993692,8.6930351,148.32,961.7491674,0.6481977,54.9783007,1.5825348,0.0630865,0.7191782,0.9614068,81.5438155,1063.68,654.56,5.1521497,341.4226723,1.6247111,18.5214908,0.2388229,2.7225492
7,C,Year1,4.49,0.0772702,8.2817143,18.75,9.7,1039.6872,234.6133137,0.8275524,41.1995425,0.4520626,0.004467,17.8678694,86.0395707,4283.463825,235.1455325,122.2083264,0.4886234,50.7576244,0.4110739,0.0001317,0.5269172,1.1489762,119.3542861,1752.321388,360.0052747,0.2968405,53.2300574,0.4977472,0.0017509,7.0034702,5.2015994,932.761681,224.48,1498.03,0.29,45.2,0.91046,0.0009072,3.6287545,0.650992,101.46496,0,NA,NA,NA,NA,NA,NA,0,0,14.88,7.2476294,1.1130462,53.8308594,0.3694201,0.0000013,0.0052927,0.1656213,8.0100319,27.2,121.8027658,0.5556005,56.9525435,0.4132055,0.0000182,0.0726139,0.1511233,15.4910918,47.04,80.3798508,0.5306058,53.8364166,0.3958124,0.0000754,0.3017851,0.249597,25.3246504,40.64,1686.072808,0.59,46.2,0.9783255,0.000376,1.5039528,0.239776,18.77568,11.2,153.8487012,2.2890415,47.9891562,0.422615,0.000037,0.1478755,0.2563727,5.3747855,85.44,151.065428,0.5778443,54.375358,0.422615,0.0000712,0.2847715,0.4937102,46.4583059,450.88,327.04,1.3059863,153.5753223,0.0078358,31.3433029,0.0013599,5.4397851
7,T,Year1,5.53,0.0692174,13.804,15.3,8.15,989.977,1303.421504,1.0091903,45.0700115,0.8401266,0.6985396,7.963259,99.9075218,4461.827527,624.275372,1990.589234,0.7687681,52.4307206,1.0880302,0.187726,2.1400516,4.7992297,327.3120759,1999.240733,2186.692919,0.3719396,50.5891157,1.1585497,0.3197135,3.6446912,7.4359679,1011.398208,146.4,5656.37,0.4,44.8,2.3898359,0.0640219,0.7298415,0.5856,65.5872,0,NA,NA,NA,NA,NA,NA,0,0,40.96,1288.580269,1.3447499,53.8457984,0.8569901,0.0145781,0.1661882,0.5508095,22.055239,88,1828.783226,0.5701375,56.837697,1.0611198,0.0188338,0.2147031,0.501721,50.0171733,58.24,2539.169725,0.7325469,53.7713661,1.2850489,0.0845612,0.9639859,0.4266353,31.3164436,58.56,6128.711683,1.19,46.5,2.5550863,0.0829883,0.9460556,0.696864,27.2304,8.64,4646.834925,2.5283285,47.3724222,2.0347565,0.0196641,0.2241682,0.2184476,4.0929773,91.36,2149.470996,0.6093205,55.0275767,2.0347565,0.0501105,0.5712532,0.5566752,50.2731941,492.16,304.16,2.2599089,146.1892826,1.540737,17.5641976,0.2461495,2.8060713
8,C,Year1,4.93,0.1367045,17.2393333,31.2,10.05,2163.1952,118.7277893,0.3455495,15.6505309,0.4098042,0.0009816,3.9265747,74.7490969,3385.515279,448.5576183,80.6100832,0.6042502,51.2777766,0.3958964,0.0002054,0.8216727,2.7104104,230.0103734,1029.503299,78.5880958,0.8290147,53.9139049,0.3951586,0.0006307,2.5228331,8.5347334,555.0454294,301.76,1902.1,0.25,44.5,1.056177,0.001333,5.3318365,0.7544,134.2832,0,NA,NA,NA,NA,NA,NA,0,0,10.56,148.3554277,0.9907747,54.366856,0.423349,0.0000153,0.0611339,0.1046258,5.74114,14.4,396.6039019,0.5170036,58.1746057,0.5180836,0.0000289,0.1157428,0.0744485,8.3771432,4.8,126.9287898,0.6477971,55.0381576,0.4127959,0.0000148,0.0592307,0.0310943,2.6418316,5.12,1516.586983,0.77,46,0.9171613,0.0000557,0.2226855,0.039424,2.3552,10.88,115.7107344,1.6704477,49.3521272,0.4087035,0.0000197,0.0789339,0.1817447,5.3695114,102.88,232.2860618,0.4801298,51.2982998,0.4087035,0.0000536,0.2145316,0.4939575,52.7756908,450.4,322.24,0.9295441,145.0213716,0.0033388,13.3551756,0.0014187,5.6748867
8,T,Year1,5.4,0.1687253,12.9057143,24.35,10,2243.4155,1543.327295,0.4943893,21.7447702,0.9268164,0.7653844,8.7252805,110.912058,4878.255396,428.871704,2818.886511,0.6981617,50.3901579,1.3852054,0.1648135,1.8788525,2.9942182,216.109129,1211.512892,2987.564142,0.6938025,52.6141955,1.4455045,0.4909575,5.5968503,8.4055064,637.4277613,286.4,5989.7,0.48,45.6,2.506509,0.1591736,1.814558,1.37472,130.5984,34.4,1385.871142,0.4461025,54.7894022,0.8699368,0.0041694,0.0475309,0.1534593,18.8475543,51.2,1674.691153,1.218293,54.5413437,1.0029779,0.0214253,0.2442454,0.623766,27.925168,80.16,1567.298135,0.6564335,57.4524716,0.9624159,0.0169424,0.1931416,0.5261971,46.0539013,0,NA,NA,NA,NA,NA,NA,0,0,4.8,5630.093424,1.2,46.1,2.3806251,0.0064089,0.0730605,0.0576,2.2128,6.72,4047.331672,3.6224327,50.4757399,1.8226715,0.0191273,0.2180488,0.2434275,3.3919697,137.28,1792.969382,0.8209642,53.6532271,1.8226715,0.0885555,1.0095214,1.1270196,73.6551502,600.96,376.8,2.2095453,179.5839223,1.7369579,19.8010897,0.1911772,2.1793948
9,C,Year1,5.04,0.1014123,10.5745714,10.3,8.95,1265.7448,152.4176406,0.4966145,17.5220682,0.4220931,0.0017897,7.1586048,62.8587207,2217.846755,475.6442522,96.6620407,0.7334071,52.4233316,0.4017537,0.0003167,1.2668181,3.4884089,249.3485636,863.600186,92.0989403,0.5962328,52.8217754,0.4000887,0.0004455,1.7821052,5.1490673,456.1689503,71.04,2594.1,0.27,39.3,1.3047341,0.000461,1.8438687,0.191808,27.91872,241.28,308.3784347,0.385546,55.165948,0.4789429,0.0002683,1.0732307,0.9302453,133.1043993,81.12,20.0452563,1.320494,54.9848025,0.3743135,0.000022,0.087919,1.0711847,44.6036718,205.6,171.9176427,0.5710624,56.1197452,0.4323483,0.0001986,0.7942947,1.1741044,115.3821961,6.4,91.8112273,0.6347567,53.0769863,0.3999837,0.000014,0.0560609,0.0406244,3.3969271,2.4,2056.632701,0.51,46.2,1.1117909,0.0000234,0.0935051,0.01224,1.1088,6.4,175.6126955,2.9637797,50.1618846,0.4305521,0.0000312,0.1248284,0.1896819,3.2103606,94.4,154.9705939,0.7846028,53.3072275,0.4305521,0.0001219,0.4874268,0.740665,50.3220227,708.64,402.24,2.2461025,210.1325183,0.0036922,14.7686623,0.0007886,3.1545844
9,T,Year1,5.52,0.0994302,8.3657143,31.25,7.75,1415.4593,1290.122803,0.5547063,26.8016632,0.8353167,0.4194312,4.7814601,78.5164217,3793.666413,391.7694295,2564.494333,0.7385338,53.1109304,1.2941251,0.1449679,1.6526153,2.8933497,208.0723889,970.9342796,3288.296877,0.972788,50.9831572,1.5528283,0.6050161,6.8971027,9.4451326,495.0129503,367.36,6295.59,0.39,46.5,2.6133355,0.1747332,1.9919358,1.432704,170.8224,282.4,717.3577392,0.5467244,53.392067,0.6277134,0.0217736,0.2482166,1.5439498,150.7791972,21.28,873.6271368,1.4634809,54.2212708,0.6996163,0.0055993,0.0638308,0.3114287,11.5382864,56.48,1489.824634,0.5611811,50.3371852,0.9331339,0.0097005,0.1105847,0.3169551,28.4304422,12.96,1334.663401,0.7322647,53.0517549,0.8514244,0.009931,0.1132125,0.0949015,6.8755074,0.32,5169.011813,1.42,44.9,2.2187408,0.0004541,0.0051772,0.004544,0.14368,20.8,3673.080707,1.9719709,50.5569902,1.6898073,0.0292888,0.333889,0.4101699,10.515854,110.08,2428.39367,0.8179404,52.6186614,1.6898073,0.0642937,0.7329398,0.9003888,57.9226225,871.68,684.32,3.3875281,340.159071,1.4851896,16.9309644,0.2124913,2.4223729
10,C,Year1,4.64,0.0888254,8.2477143,27.8,8.75,1267.4383,35.3803807,0.7205258,36.4163637,0.3793888,0.0006072,2.4286991,91.322203,4615.549484,250.1689934,47.9837747,0.5605327,50.1927899,0.3839892,0.0000635,0.2540881,1.4022789,125.5667973,1123.723025,180.1041709,0.5672183,56.0255657,0.4321899,0.0010756,4.3023423,6.3739627,629.5721816,201.76,1702.93,0.26,45.7,0.9844037,0.0008303,3.3211222,0.524576,92.20432,144,112.4256685,0.4286208,54.9857474,0.407505,0.0000651,0.2604853,0.617214,79.1794762,66.24,31.6747017,1.0938853,55.0384713,0.3787599,0.0000231,0.0924686,0.7245896,36.4574834,95.84,95.4375215,0.6228502,67.6132535,0.4031315,0.0000563,0.2252058,0.5969396,64.8005422,10.56,104.6353234,0.6313492,52.0579016,0.4046628,0.0000262,0.1047845,0.0666705,5.4973144,1.76,2687.422388,0.83,44.6,1.3381582,0.0000364,0.14543,0.014608,0.78496,10.08,120.9666982,2.3700008,44.8662403,0.4106209,0.0000271,0.1084471,0.2388961,4.522517,32.64,214.2358447,0.6073174,52.0874129,0.4106209,0.0000225,0.089986,0.1982284,17.0013316,562.88,424.32,1.947658,214.123554,0.0028333,11.3330592,0.0009811,3.9242907
10,T,Year1,5.36,0.174257,9.9191429,42.4,9.1,2081.7085,1657.989844,0.5888457,25.9605095,0.9681961,1.1270304,12.8479973,122.5805037,5404.221286,528.0413474,3289.834204,0.6586507,48.9484228,1.5533763,0.2232023,2.5444769,3.4779482,258.4679113,1295.457575,2003.04137,0.6953753,54.0579059,1.092511,0.3535067,4.029929,9.008292,700.2972373,46.88,5262.45,0.39,45.6,2.2515892,0.0186495,0.2126021,0.182832,21.37728,332.96,1008.691749,0.6925442,54.2121307,0.7334182,0.0456658,0.5205844,2.3058952,180.5047103,13.92,1597.289591,1.1253054,54.3674102,0.9737469,0.005132,0.0585043,0.1566425,7.5679435,30.56,1107.703218,0.7325453,55.4149624,0.7884526,0.005105,0.0581962,0.2238658,16.9348125,4,2327.110946,0.8364048,52.6538611,1.2089827,0.0060818,0.0693319,0.0334562,2.1061544,38.24,6203.507972,1.01,43.9,2.5812029,0.0465524,0.5306916,0.386224,16.78736,8.48,7641.486182,4.1027558,45.7770472,3.0805944,0.0509496,0.5808184,0.3479137,3.8818936,61.44,1452.257745,0.8327256,55.4368608,3.0805944,0.0749242,0.854126,0.5116266,34.0604073,536.48,436,3.0650499,228.3434482,1.9567998,22.307258,0.1220816,1.3917142
11,C,Year1,4.78,0.0977902,12.2071429,25.45,10.2,1343.9987,198.2504253,0.9304429,43.4446107,0.4388065,0.0043851,17.5403162,125.0514066,5838.949916,339.3229962,232.3583247,0.5648716,52.4934356,0.4512406,0.0004169,1.6676074,1.9167391,178.1222985,875.4413138,224.8036201,0.4058638,54.8665181,0.4484868,0.0007478,2.9910964,3.5530995,480.3241671,77.44,1126.65,0.39,46.3,0.7761548,0.000317,1.2679648,0.302016,35.85472,525.76,272.3173559,0.2308609,56.2008723,0.4658039,0.0003093,1.2370129,1.2137742,295.4817064,26.88,3.2916627,1.3668942,53.7892088,0.3679073,0.0000015,0.0060488,0.3674212,14.4585393,75.52,64.9111621,0.530438,57.2441631,0.3914651,0.0000258,0.1032536,0.4005868,43.230792,22.88,76.7517344,0.6137878,54.251898,0.3944884,0.0000405,0.1621825,0.1404346,12.4128343,8.64,2723.56273,0.52,44.9,1.3510962,0.0001134,0.4534326,0.044928,3.87936,6.88,227.1417897,2.1875351,44.9107803,0.4493391,0.000032,0.1280049,0.1505024,3.0898617,93.12,176.0113006,0.6761196,54.7368612,0.4493391,0.0001339,0.5354877,0.6296026,50.9709652,837.12,661.6,2.068574,362.08716,0.0065231,26.0924079,0.0007817,3.1266416
11,T,Year1,5.81,0.1019385,9.1957143,16.2,7.95,1502.2954,1455.118481,0.7543634,30.0331054,0.8949598,0.8187234,9.3333376,113.3276703,4511.85973,767.9480096,2380.348624,0.8386735,51.3420205,1.2280903,0.299582,3.4151951,6.4405768,394.2800245,1510.469537,2251.480706,0.6191928,51.7920925,1.1818255,0.4126792,4.7044882,9.3527184,782.3037794,36.8,6125.99,0.66,43.6,2.5541357,0.0287622,0.3278849,0.24288,16.0448,32.64,1531.838072,0.7256736,52.4914354,0.9226682,0.0071071,0.0810198,0.2368599,17.1332045,90.88,617.9091946,1.358463,54.4180214,0.6023845,0.0157254,0.179268,1.2345712,49.4550978,132.8,1233.252413,0.833089,56.8257495,0.8360354,0.028098,0.3203137,1.1063422,75.4645953,65.12,1391.913867,0.7885237,52.6108874,0.8721209,0.0560391,0.6388378,0.5134866,34.2602099,32.8,4710.091255,1.09,46.5,2.0570812,0.0331796,0.3782427,0.35752,15.252,13.92,4818.391941,2.3353158,45.7444705,2.0952794,0.030324,0.3456898,0.325076,6.3676303,48.64,1229.970626,0.874805,55.3286979,2.0952794,0.0396923,0.4524874,0.4255051,26.9118787,453.6,258.24,2.5853176,132.1453122,1.7699123,20.176765,0.1408133,1.6052532
12,C,Year1,5.03,0.1532312,5.6055,9.5,8.45,1912.2628,202.4781767,0.9071251,34.450342,0.4403479,0.0043837,17.5347266,173.4661553,6587.810676,268.1527422,187.3675987,0.5735696,51.3992054,0.4348384,0.0002699,1.0797446,1.5380427,137.8283788,1212.289568,299.1783009,0.5960757,51.7981398,0.4755911,0.0020224,8.0897902,7.2261631,627.9434451,56.32,1099.33,0.32,45,0.7662573,0.0001846,0.738355,0.180224,25.344,217.6,264.3331959,0.451136,54.6874223,0.4628944,0.0002428,0.9712185,0.9816718,118.999831,19.04,71.2625645,1.1642516,55.5873685,0.3938927,0.0000157,0.0626464,0.2216735,10.583835,143.84,114.665849,0.4672433,57.2269512,0.4104787,0.000076,0.3041273,0.6720827,82.3152466,34.4,81.4620226,0.6356005,54.1832516,0.3962073,0.000067,0.2678962,0.2186466,18.6390385,158.72,1017.873634,0.9,45.7,0.736746,0.0013557,5.4228624,1.42848,72.53504,14.88,308.4739138,2.1456722,46.6377232,0.4789776,0.0000921,0.3684718,0.319276,6.9396932,204.32,207.2229889,0.6308962,55.4363499,0.4789776,0.0003719,1.4876707,1.2890472,113.2675501,849.12,486.08,3.0306959,246.1017445,0.0090819,36.3275096,0.0018657,7.4629785
